date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
11-10-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,12-10-2012,Closed with non-monetary relief,Yes,CR0169463,1666
11-10-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,12-10-2012,Closed with explanation,Yes,CR0169510,7150
11-10-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,15-10-2012,Closed with monetary relief,Yes,CR0169590,2010
11-10-2012,Bank account or service,Checking account,Deposits and withdrawals,Web,12-10-2012,Closed with explanation,Yes,CR0169797,6750
11-10-2012,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",Web,11-10-2012,Closed with explanation,Yes,CR0169071,2472
11-10-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,11-10-2012,Closed with monetary relief,Yes,CR0169083,1031
11-10-2012,Bank account or service,Checking account,Using a debit or ATM card,Web,11-10-2012,Closed with monetary relief,Yes,CR0169587,3587
10-10-2012,Credit card,Loan account,Balance transfer,Web,11-10-2012,Closed with explanation,Yes,CR0168168,3355
10-10-2012,Credit card,Loan account,Billing disputes,Web,15-10-2012,Closed with non-monetary relief,Yes,CR0168931,2067
10-10-2012,Credit card,Loan account,Bankruptcy,Web,11-10-2012,Closed with explanation,Yes,CR0168180,3969
10-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,11-10-2012,Closed with monetary relief,Yes,CR0168184,2741
10-10-2012,Bank account or service,Checking account,Using a debit or ATM card,Web,12-10-2012,Closed with monetary relief,Yes,CR0168894,2842
09-10-2012,Credit card,Loan account,Billing disputes,Web,10-10-2012,Closed with explanation,No,CR0167820,4942
09-10-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,11-10-2012,Closed with explanation,Yes,CR0167999,2452
09-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,10-10-2012,Closed with explanation,Yes,CR0167724,4594
09-10-2012,Bank account or service,Checking account,Deposits and withdrawals,Web,16-10-2012,Closed with explanation,Yes,CR0167266,3345
09-10-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,10-10-2012,Closed with monetary relief,Yes,CR0168141,2903
09-10-2012,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Web,10-10-2012,Closed with explanation,Yes,CR0167406,107
08-10-2012,Bank account or service,Checking account,Deposits and withdrawals,Web,09-10-2012,Closed with non-monetary relief,Yes,CR0167192,6067
08-10-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,09-10-2012,Closed,Yes,CR0167250,1519
08-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,23-11-2012,Closed with explanation,Yes,CR0167251,2264
08-10-2012,Bank account or service,Checking account,Deposits and withdrawals,Web,09-10-2012,Closed with monetary relief,Yes,CR0167176,5376
07-10-2012,Credit card,Loan account,Closing/Cancelling account,Web,10-10-2012,Closed with explanation,Yes,CR0167102,4277
07-10-2012,Credit card,Loan account,Other,Web,09-10-2012,Closed with explanation,Yes,CR0167121,4882
07-10-2012,Credit card,Loan account,Closing/Cancelling account,Web,09-10-2012,Closed with explanation,Yes,CR0166214,8
07-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,10-10-2012,Closed with explanation,No,CR0167094,4333
06-10-2012,Credit card,Loan account,APR or interest rate,Web,10-10-2012,Closed with explanation,Yes,CR0167044,1255
06-10-2012,Credit card,Loan account,Closing/Cancelling account,Web,09-10-2012,Closed with explanation,Yes,CR0167024,3115
06-10-2012,Credit card,Loan account,Sale of account,Web,09-10-2012,Closed with explanation,Yes,CR0167065,1690
05-10-2012,Credit card,Loan account,Closing/Cancelling account,Web,10-10-2012,Closed with explanation,Yes,CR0166870,229
05-10-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,05-10-2012,Closed with non-monetary relief,No,CR0166661,4689
05-10-2012,Bank account or service,Checking account,Deposits and withdrawals,Web,05-10-2012,Closed with monetary relief,Yes,CR0166088,2557
05-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,05-10-2012,Closed with explanation,Yes,CR0165756,3380
05-10-2012,Bank account or service,Savings account,"Making/receiving payments, sending money",Web,05-10-2012,Closed with non-monetary relief,No,CR0166695,2387
04-10-2012,Credit card,Loan account,Credit reporting,Web,04-10-2012,Closed with explanation,Yes,CR0165324,582
04-10-2012,Credit card,Loan account,Other,Web,05-10-2012,Closed with explanation,Yes,CR0166022,2392
04-10-2012,Credit card,Loan account,Billing statement,Web,04-10-2012,Closed with explanation,Yes,CR0165955,4043
04-10-2012,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,04-10-2012,Closed with monetary relief,No,CR0165393,7855
04-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,05-10-2012,Closed with monetary relief,Yes,CR0165443,1934
03-10-2012,Credit card,Loan account,APR or interest rate,Web,04-10-2012,Closed with monetary relief,Yes,CR0165223,2843
03-10-2012,Credit card,Loan account,Collection debt dispute,Web,04-10-2012,Closed with explanation,Yes,CR0165272,163
03-10-2012,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,04-10-2012,Closed with explanation,Yes,CR0165297,4315
03-10-2012,Credit card,Loan account,Rewards,Web,03-10-2012,Closed with explanation,Yes,CR0165010,2939
03-10-2012,Credit card,Loan account,Credit line increase/decrease,Web,04-10-2012,Closed with explanation,Yes,CR0165165,3016
03-10-2012,Credit card,Loan account,Closing/Cancelling account,Web,04-10-2012,Closed with explanation,Yes,CR0165271,12092
03-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,04-10-2012,Closed with explanation,Yes,CR0165236,327
03-10-2012,Bank account or service,Other bank product/service,Using a debit or ATM card,Web,04-10-2012,Closed with explanation,Yes,CR0165274,5273
03-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,05-10-2012,Closed,No,CR0164917,2448
03-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,03-10-2012,Closed with monetary relief,Yes,CR0165001,3089
03-10-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,03-10-2012,Closed with monetary relief,Yes,CR0165143,3166
02-10-2012,Credit card,Loan account,Credit reporting,Web,05-10-2012,Closed with explanation,Yes,CR0164480,2666
02-10-2012,Credit card,Loan account,Forbearance / Workout plans,Web,02-10-2012,Closed with explanation,Yes,CR0163393,3819
02-10-2012,Credit card,Loan account,Cash advance,Web,03-10-2012,Closed with explanation,Yes,CR0164666,1247
02-10-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,04-10-2012,Closed with non-monetary relief,No,CR0164788,9929
02-10-2012,Credit card,Loan account,Credit reporting,Web,02-10-2012,Closed with explanation,Yes,CR0164600,2533
02-10-2012,Credit card,Loan account,Credit reporting,Web,02-10-2012,Closed with explanation,No,CR0164744,6829
02-10-2012,Bank account or service,Other bank product/service,Deposits and withdrawals,Web,02-10-2012,Closed with non-monetary relief,Yes,CR0164504,2961
02-10-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,02-10-2012,Closed with explanation,Yes,CR0164636,2654
02-10-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,02-10-2012,Closed with explanation,Yes,CR0164720,1478
02-10-2012,Bank account or service,Other bank product/service,Using a debit or ATM card,Web,04-10-2012,Closed with non-monetary relief,Yes,CR0164481,8677
02-10-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,04-10-2012,Closed with monetary relief,Yes,CR0164790,2181
02-10-2012,Bank account or service,Savings account,"Account opening, closing, or management",Web,02-10-2012,Closed with monetary relief,Yes,CR0164620,4621
01-10-2012,Credit card,Loan account,Rewards,Web,01-10-2012,Closed with explanation,Yes,CR0164049,469
01-10-2012,Credit card,Loan account,Privacy,Web,01-10-2012,Closed with non-monetary relief,Yes,CR0164085,747
01-10-2012,Credit card,Loan account,Unsolicited issuance of credit card,Web,02-10-2012,Closed with explanation,Yes,CR0164370,3543
01-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-10-2012,Closed with explanation,Yes,CR0164268,962
01-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-10-2012,Closed with explanation,Yes,CR0164305,2518
01-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-10-2012,Closed with monetary relief,Yes,CR0164118,4205
30-09-2012,Credit card,Loan account,Late fee,Web,01-10-2012,Closed with monetary relief,Yes,CR0164030,2034
30-09-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,01-10-2012,Closed with non-monetary relief,Yes,CR0164013,199
30-09-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-10-2012,Closed with explanation,Yes,CR0164025,2025
30-09-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,01-10-2012,Closed with explanation,Yes,CR0164032,2559
29-09-2012,Credit card,Loan account,Closing/Cancelling account,Web,01-10-2012,Closed with monetary relief,Yes,CR0163959,2520
29-09-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,01-10-2012,Closed with explanation,Yes,CR0161443,3768
28-09-2012,Credit card,Loan account,Advertising and marketing,Web,28-09-2012,Closed with explanation,Yes,CR0163643,175
28-09-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,28-09-2012,Closed with non-monetary relief,Yes,CR0163755,7855
28-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,01-10-2012,Closed with monetary relief,Yes,CR0161631,243
28-09-2012,Bank account or service,Checking account,Using a debit or ATM card,Web,02-10-2012,Closed with explanation,Yes,CR0163876,6299
28-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,01-10-2012,Closed with explanation,Yes,CR0163834,4594
27-09-2012,Credit card,Loan account,Closing/Cancelling account,Web,27-09-2012,Closed with explanation,Yes,CR0161054,186
27-09-2012,Credit card,Loan account,Credit determination,Web,27-09-2012,Closed with explanation,Yes,CR0160491,74
27-09-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,28-09-2012,Closed with explanation,Yes,CR0160508,7325
27-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,27-09-2012,Closed with explanation,Yes,CR0161091,494
27-09-2012,Bank account or service,Checking account,Using a debit or ATM card,Web,28-09-2012,Closed with monetary relief,Yes,CR0161210,10476
26-09-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,26-09-2012,Closed with explanation,Yes,CR0160111,2778
26-09-2012,Credit card,Loan account,Collection practices,Web,27-09-2012,Closed with explanation,Yes,CR0160448,2855
26-09-2012,Credit card,Loan account,Billing disputes,Web,10-10-2012,Closed with non-monetary relief,Yes,CR0160454,1849
25-09-2012,Credit card,Loan account,Late fee,Web,26-09-2012,Closed with explanation,Yes,CR0159771,11709
25-09-2012,Credit card,Loan account,APR or interest rate,Web,25-09-2012,Closed with monetary relief,Yes,CR0159646,9505
25-09-2012,Credit card,Loan account,Billing disputes,Web,26-09-2012,Closed with explanation,Yes,CR0159827,2857
25-09-2012,Credit card,Loan account,Advertising and marketing,Web,26-09-2012,Closed with explanation,Yes,CR0159766,4706
25-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,25-09-2012,Closed with monetary relief,Yes,CR0158774,3480
25-09-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,26-09-2012,Closed with monetary relief,Yes,CR0159742,10517
25-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,26-09-2012,Closed with explanation,Yes,CR0159833,4352
24-09-2012,Credit card,Loan account,Closing/Cancelling account,Web,25-09-2012,Closed with explanation,Yes,CR0158495,4941
24-09-2012,Credit card,Loan account,Advertising and marketing,Web,25-09-2012,Closed with explanation,Yes,CR0158584,3208
24-09-2012,Credit card,Loan account,Closing/Cancelling account,Web,24-09-2012,Closed with explanation,Yes,CR0158524,913
24-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,24-09-2012,Closed with explanation,Yes,CR0157760,3256
24-09-2012,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Web,23-11-2012,Closed with explanation,Yes,CR0158596,3530
24-09-2012,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,12-12-2012,Closed with explanation,Yes,CR0158476,2031
23-09-2012,Credit card,Loan account,Credit card protection / Debt protection,Web,24-09-2012,Closed with non-monetary relief,Yes,CR0157736,2468
23-09-2012,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,Web,24-09-2012,Closed with explanation,Yes,CR0157725,4801
21-09-2012,Credit card,Loan account,Billing disputes,Web,05-10-2012,Closed with non-monetary relief,Yes,CR0157541,2144
21-09-2012,Credit card,Loan account,Credit line increase/decrease,Web,21-09-2012,Closed with explanation,Yes,CR0156934,835
21-09-2012,Credit card,Loan account,Collection practices,Web,24-09-2012,Closed with explanation,Yes,CR0157661,8737
21-09-2012,Bank account or service,Checking account,Problems caused by my funds being low,Web,24-09-2012,Closed with monetary relief,Yes,CR0157481,1245
20-09-2012,Credit card,Loan account,APR or interest rate,Web,20-09-2012,Closed with explanation,Yes,CR0156739,4724
20-09-2012,Credit card,Loan account,Credit reporting,Web,21-09-2012,Closed with monetary relief,Yes,CR0156628,4769
20-09-2012,Bank account or service,Checking account,"Account opening, closing, or management",Web,21-09-2012,Closed with explanation,Yes,CR0156555,2006
